;meta[language=en]
; id      |key(hex)|key(str)| text
2116942940||item_name_silver_oil_1|Argentia oil
2116942941||item_name_recipe_for_silver_oil_1|Manuscript page: Argentia oil
2116942942||W3EE_Dwimeryte|Dimeritium
2116942943||attribute_name_oil_corrosive_armor_reduction|Armor reduction per hit
2116942944||attribute_name_oil_ethereal_damage|Ethereal damage
2116942945||attribute_name_oil_bleed_tooltip|Chance to cause bleeding
2116942946||attribute_name_oil_poison_tooltip|Chance to poison
2116942947||attribute_name_oil_falka_injury_chance|Chance to inflict injury
2116942948||attribute_name_oil_frost_damage|Frost damage
2116942949||attribute_name_oil_flammable_resist_tooltip|Fire resistance reduction per hit
2116942950||attribute_name_oil_stamina_damage_tooltip|Stamina damage
2116942951||attribute_name_oil_silver|Damage to supernaturals
2116942952||item_desc_corrosive_oil|Corrodes an enemy's protective armor. However, your blade will quickly deteriorate as well.
2116942953||item_desc_ethereal_oil|The dimeritium in veil oil temporarily stops specters from regenerating their essence.
2116942954||item_desc_brown_oil|Brown oil accelerates blood flow, allowing blood to gush out more easily. Excellent for slowing regenerative effects.<br>Grants $S$ additional chance to inflict bleeding and increases the number of applied stacks by up to $S$.
2116942955||item_desc_poison_oil|A toxin that will hurt an opponent for an extended period of time when administered. Excellent for slowing regenerative effects.<br>Grants $S$ chance to apply $S$ poison stack(s) on hit.
2116942956||item_desc_falka_oil|Though originally developed as a tool for Falka's cruelties, the ethics of using this oil are easily overshadowed by its applications on the path.<br>Increases the base chance to apply an injury by $S$.
2116942957|ace8adf2||Your path is clouded in uncertainty: you do not know what awaits you or when you'll return. Prepare for the worst.
2116942958|80754472||Put trophies on display by hanging them on your saddle, or sell them to a merchant.
2116942959|85e8fbd2||An additional oil can be applied to weapons.
2116942960||item_desc_flammable_oil|Leaves behind a flammable residue in the opponent's wounds, making it more susceptible to flames. It allows scorched opponents to burn once more.
2116942961||item_desc_paralysis_oil|An aggressive toxin that wreaks havoc on an opponent's cardiac system, reducing its stamina. <br>When an exhausted victim is overtaken by the toxin it becomes paralyzed for $S$ seconds. Afterwards, the victim will enter a recovery period of $S$ seconds during which it is slowed but immune to further effects from the toxin. 
2116942962||item_desc_silver_oil|A grease with specks of silver, delivering silver into the opponent's bloodstream and causing silver burns to those weak to it.<br>Favored by those who cannot afford a silver sword, or the repairs of one.
2116942963||W3EE_PreciseAdministration|Your applied blade oils lose $I$% less potency as they run out.
2116942964||W3EE_Emulsion|An additional oil can be applied to your blade at any one time. Emulsion reduces the purity of your oils, reducing their potency to $I$%.
2116942965|0ff5fe10||Potency
2116942966|0083ce68||Emulsion
2116942967|0083ce66||Precise Administration
2116942968||attribute_name_oil_freeze_duration_tooltip|Freeze duration
2116942969||attribute_name_oil_ethereal_delay_tooltip|Specter regeneration delay
2116942970||W3EE_OilDescription|Oil ability:
2116942971||W3EE_StamCostCounterKick|Base Stamina Cost - Kick Counter
2116942972||W3EE_StamCostCounterBash|Base Stamina Cost - Bash Counter
2116942973|b9e37691||An ethereal trap that disrupts magical bonds, spells, and time itself.
2116942974|af99b88a||An electrical shield that gives armor-like protection.
2116942975|0147f016||A burst of fire useful for instilling panic. Allows for lighting light sources when selected.
2116942976|b87c898f||A telekinetic blast powerful enough to crush bones and innards, even through armor. Allows for extinguishing light sources when selected.
2116942977|82f61f54||A hypnotic hex that influences opponents' minds.
2116942978||W3EE_ShockWave|Increases the damage of the Aard Sign by $I$%, and its sign intensity by $I$%.
2116942979||W3EE_RivingBlasts|The first time an enemy is hit by a damaging bomb, the enemy loses $I$% resistance to the type of damage the bomb dealt.
2116942980||item_desc_riming_oil|A compound that deals freezing damage and has a chance to flashfreeze an enemy upon contact.
2116942981|0083ce69||Riving Blasts
2116942982||attribute_name_armor_stamina_efficiency|Stamina efficiency
2116942983||attribute_name_armor_regen_penalty|Stamina regeneration
2116942984||attribute_name_armor_speed|Speed
2116942985||W3EE_Silver|Silver ore
2116942986||W3EE_RegenDelayCounterKick|Stamina Regen Delay - Kick Counter
2116942987||W3EE_RegenDelayCounterBash|Stamina Regen Delay - Bash Counter
2116942988|cf2b2d9f||A directed blast of telekinetic energy that damages and staggers opponents, leaving them open for a subsequent attack.<br>Damage scales with Sign intensity. Current damage: $I$
2116942989|87b7f7cb||Poise
2116942990||item_name_split_silver_bolt_schematic|Diagram: Split silver bolt
2116942991||item_name_split_silver_bolt_legendary_schematic|Diagram: Split meteorite silver bolt 
2116942992||item_name_silver_bolt|Silver bolt
2116942993||item_desc_silver_bolt|Silver bolt, used against supernatural foes.
2116942994||item_name_meteorite_silver_bolt|Meteorite silver bolt
2116942995||item_name_target_point_silver_bolt|Precision silver bolt
2116942996||item_desc_target_point_silver_bolt|Steel augmented silver bolt. Pierces armor.
2116942997||item_name_target_point_silver_bolt_legendary|Precision meteorite silver bolt
2116942998||item_name_split_silver_bolt|Split silver bolt
2116942999||item_desc_split_silver_bolt|Separates into multiple silver projectiles.
2116943000||item_name_split_silver_bolt_legendary|Split meteorite silver bolt
2116943001||item_name_silver_bolt_schematic|Diagram: Silver bolt
2116943002||item_name_meteorite_silver_bolt_schematic|Diagram: Meteorite silver bolt
2116943003||item_name_target_point_silver_bolt_schematic|Diagram: Precision silver bolt
2116943004||item_name_target_point_silver_bolt_legendary_schematic|Diagram: Precision meteorite silver bolt
2116943005||attribute_name_evade_speed|Evade speed
2116943006|9ec8a224||Quickly restores a portion of Vitality.
2116943007|9ec8a225||Quickly restores a large portion of Vitality.
2116943008|9ec8a226||Quickly restores a great portion of Vitality.
2116943009|de026195||Clears Toxicity and cancels all active potion effects. Induces a feeling of weakness for a short while.
2116943010|be845121||Increases maximum Vitality, Poise, and Injury resistance.
2116943011|be845122||Increases maximum Vitality, Poise, and Injury resistance. Extended duration.
2116943012|be845123||Increases maximum Vitality, Poise, and Injury resistance. Extended duration. Heals Vitality by an amount equal to current Toxicity.
2116943013|00000000||The skalds' ballads indicate a berserker transformed in the heat of battle cannot be distinguished from a true-born bear. Only minute anatomical details - such as the shape of their tongues and teeth - reveal their secret. Descriptions of their fighting prowess paint them as invulnerable to pain and able to heal any wound received almost at once.<br><br>If these men-turned-bears truly do exist, one can suppose that, like werewolves and lycanthropes, they are only vulnerable to silver coated weaponry. But if we are to give credence to ancient songs about these creatures' deeds, about the mass murders and massacres they have committed, we can only hope that no witcher will have to test this hypothesis.
2116943014||item_desc_fogling_mutagen|Can be used to enhance abilities or create mutagen decoctions.<br><br>Increases the intensity of the Aard sign.<br><br>Stats are randomized between values of 
2116943015||W3EE_artifact_description|<font color='#a2a2a2'>Artifact:<br><font color='#ca610c'>This blade's power has faded. Only a master blacksmith can hope to restore this relic to its former glory.
2116943016||item_name_arbitrator_artifact|Arbitrator artifact
2116943017||item_name_devine_artifact|Devine artifact
2116943018||item_name_beannshie_artifact|Beann'shie artifact
2116943019||item_name_blackunicorn_artifact|Black Unicorn artifact
2116943020||item_name_inis_artifact|Inis artifact
2116943021||item_name_ardaenye_artifact|Ard’aenye artifact
2116943022||item_name_barbersurgeon_artifact|Barber-Surgeon artifact
2116943023||item_name_caerme_artifact|Caerme artifact
2116943024||item_name_deireadh_artifact|Deireadh artifact
2116943025||item_name_gwyhyr_artifact|Gwyhyr artifact
2116943026||item_name_princessxenthiasword_artifact|Princess Xenthia's sword artifact
2116943027||item_name_robustswordofdolblathanna_artifact|Robust sword of Dol Blathanna artifact
2116943028||item_name_headtaker_artifact|Headtaker artifact
2116943029||item_name_ultimatum_artifact|Ultimatum artifact
2116943030||item_name_lune_artifact|Lune artifact
2116943031||item_name_gloryofthenorth_artifact|Glory of the North artifact
2116943032||item_name_torlara_artifact|Tor Lara artifact
2116943033||item_name_knights_steel_sword_artifact|Greatsword of Camelot artifact
2116943034||item_name_harpy_artifact|Harpy artifact
2116943035||item_name_negotiator_artifact|Negotiator artifact
2116943036||item_name_weeper_artifact|Weeper artifact
2116943037||item_name_azurewrath_artifact|Azure Wrath artifact
2116943038||item_name_bloodsword_artifact|Blood Sword artifact
2116943039||item_name_naevdeseidhe_artifact|Naevde Seidhe artifact
2116943040||item_name_zerrikanterment_artifact|Zerrikanterment artifact
2116943041||item_name_reachofthedamned_artifact|Reach of the Damned artifact
2116943042||item_name_havcaaren_artifact|Hav'caaren artifact
2116943043||item_name_virgin_artifact|The Bride artifact
2116943044||item_name_tlareg_artifact|Tlareg artifact
2116943045||item_name_electrum_sword_artifact|Sarrim artifact
2116943046||item_name_knights_steel_sword_schematic|Greatsword of Camelot schematic
2116943047||item_name_knights_steel_sword|Greatsword of Camelot
2116943048||item_desc_depleted_oathbreaker|The curse that befell this armor has faded. But with it, it's power...
2116943049||item_name_depleted_oathbreaker_armor|Faded Oathbreaker Armor
2116943050||item_name_depleted_oathbreaker_boots|Faded Oathbreaker Boots
2116943051||item_name_depleted_oathbreaker_pants|Faded Oathbreaker Pants
2116943052||item_name_depleted_oathbreaker_gloves|Faded Oathbreaker Gloves
2116943053||item_name_warden_armor_schematic|Oathbreaker Armor Schematic
2116943054||item_name_warden_pants_schematic|Oathbreaker Pants Schematic
2116943055||item_name_warden_gloves_schematic|Oathbreaker Gloves Schematic
2116943056||item_name_warden_boots_schematic|Oathbreaker Boots Schematic
2116943057||item_name_wanderer_armor_schematic|Wanderer Armor Schematic
2116943058||item_name_wanderer_pants_schematic|Wanderer Pants Schematic
2116943059||item_name_wanderer_gloves_schematic|Wanderer Gloves Schematic
2116943060||item_name_wanderer_boots_schematic|Wanderer Boots Schematic
2116943061||item_name_raven_armor_schematic|Raven Armor Schematic
2116943062||item_name_raven_pants_schematic|Raven Pants Schematic
2116943063||item_name_raven_gloves_schematic|Raven Gloves Schematic
2116943064||item_name_raven_boots_schematic|Raven Boots Schematic
2116943065||item_name_raven_armor|Raven Armor
2116943066||item_name_raven_pants|Raven Pants
2116943067||item_name_raven_gloves|Raven Gloves
2116943068||item_name_raven_boots|Raven Boots
2116943069|15dda91d||Increases the potency of active mutagens by $I$%.
2116943070||W3EE_OAlchYield|Alchemy - Yield: Oils
2116943071||W3EE_BAlchYield|Alchemy - Yield: Bombs
2116943072||W3EE_ToxDrunkLow|Alchemy - Drunkenness duration (low toxicity)
2116943073||W3EE_ToxDrunkHigh|Toxicity - Drunkenness duration (high toxicity)
2116943074||W3EE_MeditationTimeScale|Meditation - Fast Forward Speed: Hours Per Minute
2116943075||item_name_longclaw_artifact|Longclaw artifact
2116943076|306f526e||Inner Strength
2116943077|c5548b59||Dispersion
2116943078|b3c8ebb6||Whirlwind
2116943079|c5548b3c||Frostbite
2116943080|b3c8ebbb||Shockwave
2116943081|b3c8ebb8||Warding Glyph
2116943082|c5548b40||Binding Glyphs
2116943083|c5548b3b||Waning Glyphs
2116943084|329005f0||Perform strong melee attacks which have +25% damage and armor piercing.
2116943085|cea74413||Time slow while aiming crossbows is increased to $I$%.
2116943086|8d17aaa4||Time slow while aiming bombs is increased to $I$%.
2116943087|871c3b6a||Chance to chill
2116943088|7968d6de||Explodes in an icy blast that chills foes. Slows movement, reduces stamina regeneration, and increases vulnerability to physical damage. Applying chilled from another source will freeze the target for 5 seconds.
2116943089|7968d6df||Explodes in an icy blast that chills foes. Slows movement, reduces stamina regeneration, and increases vulnerability to physical damage. Applying chilled from another source will freeze the target for 5 seconds.
2116943090|7968d6e0||Explodes in an icy blast that chills foes. Slows movement, reduces stamina regeneration, and increases vulnerability to physical damage. Freezes targets outright for 5 seconds, who are then chilled as they thaw out.
2116943091|9507b265||Ethereal damage
2116943092|0485ff8c||Resistance to ethereal damage
2116943093|1d79d063||Resistance to ethereal damage
2116943094|4e7d0351||Resistance to ethereal damage
2116943095|e5d49314||Resistance to ethereal damage
2116943096|fbb42fe6||Ethereal damage
2116943097||W3EE_AxiiDelusion1|Unlocks all Axii dialogue options. 
2116943098||W3EE_AxiiDelusion2|Unlocks all Axii dialogue options. Reduces basic Axii casting time. 
2116943099||W3EE_AxiiDelusion3|Unlocks all Axii dialogue options. Reduces basic Axii casting time.<br>Targets do not move towards Geralt while he is casting Axii. 
2116943100||W3EE_AxiiDelusion4|Unlocks all Axii dialogue options. Reduces basic Axii casting time.<br>Targets do not move towards Geralt while he is casting Axii. Failed casts stagger the target. 
2116943101||W3EE_AxiiDelusion5|Unlocks all Axii dialogue options. Reduces basic Axii casting time.<br>Targets do not move towards Geralt while he is casting Axii. Failed casts stagger the target.<br>When Axii ends, the target is drained of half of their total stamina. 
2116943102||W3EE_AltAxiiLvl1|Alternate Sign Mode:<br>Targeted enemy becomes an ally for $I$ seconds.<br>Base success chance of $I$%. 
2116943103||W3EE_AltAxiiLvl2|Alternate Sign Mode:<br>Targeted enemy becomes an ally for $I$ seconds.<br>Up to $I$ targets can be controlled at once.<br>Base success chance of $I$%.
2116943104||W3EE_AltAardLvl1|Alternate Sign Mode:<br>Aard strikes all opponents in a certain radius.<br>Deals $I$% of regular Aard's damage and knockdown power is increased by $I$%. 
2116943105||W3EE_AltAardLvl2|Alternate Sign Mode:<br>Aard strikes all opponents in a certain radius. <br>Deals $I$% of regular Aard's damage.
2116943106||W3EE_FrostbiteSkill|Half of the damage Aard deals becomes frost.<br>Chills opponents for $I$ seconds, slowing them down, reducing their stamina regen and increasing incoming physical damage.<br>Applying chilled a second time from a different source will freeze the opponent for 5 seconds and deal 800 frost damage.<br>Increases damage by $I$%.
2116943107||W3EE_ShockwaveSkill|Aard's Stamina depletion is increased to $I$%.<br>Increases stun chance to $I$%. 
2116943108||W3EE_WardingGlyph|Alternate Sign Mode:<br>Creates a protective glyph that shocks opponents who take offensive actions against Geralt.<br>Deals $I$ damage and has a chance to interrupt attacks based on skill level and enemy poise. Each target can be hit once every $I$ seconds.<br>Destroys projectiles passing through the area.
2116943109||W3EE_SustainedGlyphs|Increases Sign duration by $I$ seconds.<br>Increases Yrden radius by $I$% and Warding Glyph range by $I$%.
2116943110||W3EE_WaningGlyphs|The Warding Glyph lowers the target's damage by $I$% for 5 seconds on hit.<br>Increases Yrden health drain to $I$.
2116943111||W3EE_ExplodingShield|When a Quen shield breaks, opponents within $I$ yards are staggered, take $I$ shock damage and may be knocked down.
2116943112||W3EE_KillingSpree|Killing an enemy in melee restores up to $I$% Stamina and Vigor based on current toxicity percentage.
2116943113||W3EE_AardSkill|Directed blast of telekinetic energy that damages and staggers opponents, leaving them open for a subsequent attack.<br><br>Damage: $I$<br>Stamina Damage: $I$%<br>Stun Chance: $I$%
2116943114||W3EE_IgniSkill|Fiery wave that damages and burns opponents.<br><br>Damage: $I$<br>Base Burn Chance: $I$%
2116943115||W3EE_AxiiSkill|Charms an opponent's mind, temporarily eliminating him from combat.<br><br>Base Success Chance: $I$%<br>Effect Duration: $I$ seconds
2116943116||W3EE_Dispersion1|Increases Aard's range by $F$ yard.
2116943117||W3EE_Dispersion2|Increases Aard's range by $F$ yard(s). Increases damage by $I$. 
2116943118||W3EE_MeltArmorSkill|Damage dealt by Igni permantently weakens armor.<br>Base armor reduction is $I$% per cast or second channeled, stacking to a maximum of $I$%.<br>Opponents with natural armor receive half the effect.
2116943119||W3EE_PyromaniacSkill|Increases alternate Igni's damage by $I$ and normal Igni's damage by $I$.
2116943120||W3EE_PadDistLong|Gamepad - Distance Threshold Long
2116943121||W3EE_PadDistMed|Gamepad - Distance Threshold Medium
2116943122||W3EE_Bleeding|                                    Bleeding
2116943123||W3EE_Burning|                                Burning
2116943124||W3EE_Immobilized|                            Snared
2116943125||W3EE_Poisoning|                                  Poisoning
2116943126||W3EE_Slowdown|                                Slowdown
2116943127||W3EE_Chilled|                               Chilled
2116943128||W3EE_Stunned|                               Stunned
2116943129||W3EE_Blinded|                               Blinded
2116943130||W3EE_Knockdown|                                Knockdown
2116943131||W3EE_primer_quality1|contaminated
2116943132||W3EE_primer_quality2|quality
2116943133||W3EE_primer_quality3|pure
2116943134||item_name_nekker_mutagen|Nekker Mutagen
2116943135||item_name_archespore_mutagen|Archespore Mutagen
2116943136||item_name_berserker_mutagen|Berserker Mutagen
2116943137||item_name_ulfhedinn_mutagen|Ulfhedinn Mutagen
2116943138||item_name_dracolizard_mutagen|Slyzard Mutagen
2116943139||item_name_gargoyle_mutagen|Gargoyle Mutagen
2116943140||item_name_golem_mutagen|Golem Mutagen
2116943141||item_name_ice_elemental_mutagen|Ice Elemental Mutagen
2116943142||item_name_fire_elemental_mutagen|Fire Elemental Mutagen
2116943143||item_name_wild_hunt_hound_mutagen|Wild Hunt Hound Mutagen
2116943144||item_name_erynia_mutagen|Erynia Mutagen
2116943145||item_name_harpy_mutagen|Harpy Mutagen
2116943146||item_name_siren_mutagen|Siren Mutagen
2116943147||item_name_arachnomorph_mutagen|Arachnomorph Mutagen
2116943148||item_name_endrega_mutagen|Endrega Mutagen
2116943149||item_name_centipede_mutagen|Giant Centipede Mutagen
2116943150||item_name_centipede_pale_mutagen|Pale Widow Mutagen
2116943151||item_name_kikkimore_mutagen|Kikkimore Mutagen
2116943152||item_name_alghoul_mutagen|Alghoul Mutagen
2116943153||item_name_drowner_mutagen|Drowner Mutagen
2116943154||item_name_ghoul_mutagen|Ghoul Mutagen
2116943155||item_name_rotfiend_mutagen|Rotfiend Mutagen
2116943156||item_name_wight_mutagen|Wight Mutagen
2116943157||item_name_cyclopse_mutagen|Cyclops Mutagen
2116943158||item_name_giant_mutagen|Giant Mutagen
2116943159||item_name_shaelmar_mutagen|Shaelmaar Mutagen
2116943160||item_name_spriggan_mutagen|Spriggan Mutagen
2116943161||item_name_barghest_mutagen|Barghest Mutagen
2116943162||item_name_banshee_mutagen|Banshee Mutagen
2116943163||item_name_alp_mutagen|Alp Mutagen
2116943164||item_name_bruxa_mutagen|Bruxa Mutagen
2116943165||item_name_fleder_mutagen|Fleder Mutagen
2116943166||item_name_garkain_mutagen|Garkain Mutagen
2116943167||item_name_protofleder_mutagen|Protofleder Mutagen
2116943168||item_name_cursed_mutagen|Cursed Ones Archmutagen
2116943169||item_name_cursed_mutagen_enhanced|Cursed Ones Archmutagen Refined
2116943170||item_name_cursed_mutagen_greater|Cursed Ones Archmutagen Evolved
2116943171||item_name_draconid_mutagen|Draconid Archmutagen
2116943172||item_name_draconid_mutagen_enhanced|Draconid Archmutagen Refined
2116943173||item_name_draconid_mutagen_greater|Draconid Archmutagen Evolved
2116943174||item_name_elemental_mutagen|Elemental Archmutagen
2116943175||item_name_elemental_mutagen_enhanced|Elemental Archmutagen Refined
2116943176||item_name_elemental_mutagen_greater|Elemental Archmutagen Evolved
2116943177||item_name_hybrid_mutagen|Hybrid Archmutagen
2116943178||item_name_hybrid_mutagen_enhanced|Hybrid Archmutagen Refined
2116943179||item_name_hybrid_mutagen_greater|Hybrid Archmutagen Evolved
2116943180||item_name_insectoid_mutagen|Insectoid Archmutagen
2116943181||item_name_insectoid_mutagen_enhanced|Insectoid Archmutagen Refined
2116943182||item_name_insectoid_mutagen_greater|Insectoid Archmutagen Evolved
2116943183||item_name_necrophage_mutagen|Necrophage Archmutagen
2116943184||item_name_necrophage_mutagen_enhanced|Necrophage Archmutagen Refined
2116943185||item_name_necrophage_mutagen_greater|Necrophage Archmutagen Evolved
2116943186||item_name_ogroid_mutagen|Ogroid Archmutagen
2116943187||item_name_ogroid_mutagen_enhanced|Ogroid Archmutagen Refined
2116943188||item_name_ogroid_mutagen_greater|Ogroid Archmutagen Evolved
2116943189||item_name_relic_mutagen|Relict Archmutagen
2116943190||item_name_relic_mutagen_enhanced|Relict Archmutagen Refined
2116943191||item_name_relic_mutagen_greater|Relict Archmutagen Evolved
2116943192||item_name_spectre_mutagen|Spectre Archmutagen
2116943193||item_name_spectre_mutagen_enhanced|Spectre Archmutagen Refined
2116943194||item_name_spectre_mutagen_greater|Spectre Archmutagen Evolved
2116943195||item_name_vampire_mutagen|Vampire Archmutagen
2116943196||item_name_vampire_mutagen_enhanced|Vampire Archmutagen Refined
2116943197||item_name_vampire_mutagen_greater|Vampire Archmutagen Evolved
2116943198||item_name_silver_bolt|Silver bolt
2116943199||item_desc_silver_bolt|Silver bolt against supernatural foes.
2116943200||item_name_meteorite_silver_bolt|Meteorite silver bolt
2116943201||item_name_target_point_silver_bolt|Precision silver bolt
2116943202||item_desc_target_point_silver_bolt|Steel augmented silver bolt. Pierces armor.
2116943203||item_name_target_point_silver_bolt_legendary|Precision meteorite silver bolt
2116943204||item_name_split_silver_bolt|Split silver bolt
2116943205||item_desc_split_silver_bolt|Seperates into multiple silver projectiles.
2116943206||item_name_split_silver_bolt_legendary|Split meteorite silver bolt
2116943207||item_name_silver_bolt_schematic|Diagram: Silver bolt
2116943208||item_name_meteorite_silver_bolt_schematic|Diagram: Meteorite silver bolt
2116943209||item_name_target_point_silver_bolt_schematic|Diagram: Precision silver bolt
2116943210||item_name_target_point_silver_bolt_legendary_schematic|Diagram: Precision meteorite silver bolt
2116943211||item_name_split_silver_bolt_schematic|Diagram: Split silver bolt
2116943212||item_name_split_silver_bolt_legendary_schematic|Diagram: Split meteorite silver bolt
2116943213||item_name_chilling_bolt|Frost bolt
2116943214||item_desc_chilling_bolt|Deals frost damage and chills targets.
2116943215||item_name_chilling_bolt_schematic|Diagram: Frost bolt
2116943216||attribute_name_poise_bonus|Poise
2116943217||attribute_name_evade_speed|Evade speed
2116943218|83e1d14a||Common Item
2116943219|70b6d052||Uncommon Item
2116943220|caf91a6e||Rare Item
2116943221|6ac46963||Witcher Gear
2116943222||glyphword01_name|Deflection
2116943223||glyphword01_desc|Armor deflects all arrows.
2116943224||glyphword05_name|Retribution
2116943225||glyphword05_desc|Returns 50% of incoming melee damage.
2116943226||glyphword06_name|Acceleration
2116943227||glyphword06_desc|Time slows by 30% for 3 seconds when casting alternate Aard. Geralt's speed is offset.
2116943228||glyphword07_name|Rotation
2116943229||glyphword07_desc|Igni is cast in a circle around Geralt.
2116943230||glyphword09_name|Levity
2116943231||glyphword09_desc|All equipped armor pieces, except light armor, exhaust the wearer as much as a comparable lighter armor tier.
2116943232||glyphword10_name|Disintegration
2116943233||glyphword10_desc|If a frozen enemy would be knocked down by Aard, it is instantly killed.
2116943234||glyphword11_name|Heft
2116943235||glyphword11_desc|All equipped armor pieces, except heavy armor, assume the armor value of a comparable heavier armor tier.
2116943236||glyphword14_name|Hallucination
2116943237||glyphword14_desc|When Axii ends, the target remains terrified of Geralt and will try to move away from him until they regain composure. Enemies will defend themselves, but not attack.
2116943238||glyphword15_name|Negation
2116943239||glyphword15_desc|Blocks many magical abilities of enemies within the Yrden ring.
2116943240||glyphword16_name|Electrocution
2116943241||glyphword16_desc|Casting Quen creates a huge electrical discharge, staggering everyone within 5 yards while additionally dealing $I$ shock damage to them and applying electroshock. Damage scales with sign intensity.
2116943242||glyphword17_name|Invigoration
2116943243||glyphword17_desc|Lowers the Vigor drain of Quen by 50%. The passive shield does not impede Vigor regeneration, and the active shield at max skill level does not passively drain Vigor.
2116943244||glyphword18_name|Propagation
2116943245||glyphword18_desc|Puppet's duration increases by 2 seconds with each successful attack by the target. If an enemy affected by Puppet dies, the effect moves to a nearby target.
2116943246||glyphword19_name|Absorption
2116943247||glyphword19_desc|Enemies killed inside the Yrden ring restore Geralt's vitality and stamina. The higher the maximum health of the victim, the greater the effect.
2116943248||glyphword20_name|Eruption
2116943249||glyphword20_desc|Enemies killed by Igni explode, dealing $I$ fire damage and burning enemies within 5 yards.
2116943250||skill_name_mutation_6|Magic Harmony
2116943251||skill_desc_mutation_6|Casting a sign strengthens your next cast of a different sign by 50%, following a cycle of Yrden, Aard, Axii, Quen, Igni.
2116943252|c5548b3e||Electrical Discharge
2116943253||w3ee_ingrlock_forw|Lock Quality
2116943254||w3ee_ingrlock_backw|Lock Type
2116943255||W3EE_LockQuality1|Contaminated
2116943256||W3EE_LockQuality2|Quality
2116943257||W3EE_LockQuality3|Pure
2116943258||W3EE_QualityLock|Ingredient Quality Lock
2116943259||W3EE_WardingSkill2|Casting Quen within a half-second of getting hit allows for countering attacks with a violent discharge of shock damage.<br>Countering an attack staggers the opponent.
2116943260||W3EE_WardingSkill3|Casting Quen within a half-second of getting hit allows for countering attacks with a violent discharge of shock damage.<br>Countering an attack staggers the opponent.<br>Successful counters reduce shield damage.
2116943261||W3EE_WardingSkill4|Casting Quen within a half-second of getting hit allows for countering attacks with a violent discharge of shock damage.<br>Countering an attack heavily staggers the opponent.<br>Successful counters reduce shield damage.
2116943262||W3EE_WardingSkill5|Casting Quen within a half-second of getting hit allows for countering attacks with a violent discharge of shock damage.<br>Countering an attack heavily staggers the opponent and applies electroshock.<br>Successful counters reduce shield damage.
2116943263||wolvenparryeffectname|Defensive Stacks
2116943264||effect_lynx_1|Damage Increase
2116943265||effect_gryphon_1|Slow Time
2116943266||electroshockeffectname|Electroshock
2116943267||W3EE_Electroshock|                                  Electroshock
2116943268|d34b09d0||Resistance to poisoning
2116943269|119b2106||Resistance to poisoning
2116943270|16dc9cc9||Resistance to poisoning
2116943271|4e8e061f||Resistance to poisoning
2116943272|d34b09d0||Resistance to poisoning
2116943273|33344aff||Resistance to bleeding
2116943274|7cbf2670||Resistance to bleeding
2116943275|ac7ce826||Resistance to bleeding
2116943276|eb9a49a9||Resistance to bleeding
2116943277|7062a3af||Resistance to burning
2116943278|d2d95bc0||Resistance to burning
2116943279|0287bdd6||Resistance to burning
2116943280|69b0e694||Aard sign intensity
2116943281|69b13bd9||Axii sign intensity
2116943282|69b49f9b||Igni sign intensity
2116943283|cdc5a652||Yrden sign intensity
2116943284|69b8760f||Quen sign intensity
2116943285||W3EE_ItemType|Item Created
2116943286||attribute_name_poise|Poise
2116943287||item_name_decoction_1|Vampire Decoction
2116943288||item_name_decoction_2|Necrophage Decoction
2116943289||item_name_decoction_3|Ogroid Decoction
2116943290||item_name_decoction_4|Cursed Decoction
2116943291||item_name_decoction_5|Elemental Decoction
2116943292||item_name_decoction_6|Spectre Decoction
2116943293||item_name_decoction_7|Relict Decoction
2116943294||item_name_decoction_8|Draconid Decoction
2116943295||item_name_decoction_9|Hybrid Decoction
2116943296||item_name_decoction_10|Insectoid Decoction
2116943297||item_desc_decoction_1|Applying bleeding provides a 15% overall speed bonus for 3 seconds. Physical attacks versus bleeding targets deal 2% more damage per bleeding stack.
2116943298||item_desc_decoction_2|Killing an opponent while at or below 30% Vitality restores 10% of maximum Vitality. Adrenaline takes 2 seconds longer to degenerate.
2116943299||item_desc_decoction_3|Receiving physical damage boosts damage reduction by 5% per stack up to a total of 20%. Stacks last 4 seconds each.
2116943300||item_desc_decoction_4|There is a 30% chance to heal an injury every 10 seconds. During full moons, overall speed is boosted by 10%, while attack and spell power is boosted by 15%.
2116943301||item_desc_decoction_5|Enables kick and bash counters on large opponents. Fist attacks deal increased damage and have a chance to apply critical effects.
2116943302||item_desc_decoction_6|The shadow form of spectres is completely ignored while attacking in melee.
2116943303||item_desc_decoction_7|Every incoming attack has a chance to activate a Quen shield before dealing damage.
2116943304||item_desc_decoction_8|Attack power and speed are increased by 10% after performing a dodge.
2116943305||item_desc_decoction_9|Combining fast and strong attacks with signs increases the attack power of the next attack or sign intensity of the next sign cast.
2116943306||item_desc_decoction_10|Opponents who cause you to bleed are poisoned. Poison does not weaken you.
2116943307||item_name_recipe_for_decoction_1|Manuscript page: Vampire decoction
2116943308||item_name_recipe_for_decoction_2|Manuscript page: Necrophage decoction
2116943309||item_name_recipe_for_decoction_3|Manuscript page: Ogroid decoction
2116943310||item_name_recipe_for_decoction_4|Manuscript page: Cursed decoction
2116943311||item_name_recipe_for_decoction_5|Manuscript page: Elemental decoction
2116943312||item_name_recipe_for_decoction_6|Manuscript page: Spectre decoction
2116943313||item_name_recipe_for_decoction_7|Manuscript page: Relict decoction
2116943314||item_name_recipe_for_decoction_8|Manuscript page: Draconid decoction
2116943315||item_name_recipe_for_decoction_9|Manuscript page: Hybrid decoction
